Gene ID,TCGA-38-4625-11A-01R-1758-07,TCGA-38-4625-01A-01R-1758-07
DYNC1I2|1781,1946.7259,1482.9524
DYNC1LI1|51143,849.0566,1074.9344
DYNC1LI2|1783,1410.6548,2287.3735
DYNC2H1|79659,158.7125,232.6714
DYNC2LI1|51626,308.5461,484.8258
DYNLL1|8655,9338.5128,3392.6564
DYNLL2|140735,594.8946,1300.1124
DYNLRB1|83658,3423.9734,2545.148
DYNLRB2|83657,1.1099,102.2855
DYNLT1|6993,5056.6038,1621.2064
DYNLT3|6990,471.6981,1009.7415
DYRK1A|1859,1136.515,1330.4608
DYRK1B|9149,238.6238,513.3009
DYRK2|8445,295.2275,291.1203
DYRK3|8444,220.8657,343.949
DYRK4|8798,170.9212,412.5141
DYSFIP1|116729,0,0
DYSF|8291,137.6249,849.7565
DYTN|391475,0,0
DYX1C1|161582,47.7248,107.943
DZIP1L|199221,15.5383,103.7842
DZIP1|22873,242.586,201.6635
DZIP3|9666,229.7447,323.3421
E2F1|1869,384.0178,94.0427
E2F2|1870,104.3285,8.6175
E2F3|1871,530.5216,177.5946
E2F4|1874,901.2209,1298.9884
E2F5|1875,155.5827,121.405
E2F6|1876,516.0932,283.2522
E2F7|144455,81.0211,2.6227
E2F8|79733,72.1421,5.9948
E4F1|1877,376.2486,391.5324
EAF1|85403,372.919,808.1679
EAF2|55840,966.7037,79.8052
EAPP|55837,3770.2553,1094.4174
EARS2|124454,556.0488,447.3586
EBAG9|9166,1061.0433,796.1783
EBF1|1879,35.5161,141.2514
EBF2|64641,3.3296,5.2454
EBF3|253738,0,3.372
EBF4|57593,425.0832,238.2915
EBI3|10148,94.3396,26.9764
EBNA1BP2|10969,2281.909,912.3267
EBPL|84650,2017.758,585.6126
EBP|10682,1325.1942,1354.8145
ECD|11319,573.8069,460.8468
ECE1|1889,9411.7647,3490.4459
ECE2|9718,1782.4639,105.2829
ECEL1|9427,6.6593,0.7493
ECH1|1891,3533.8513,4747.0963
ECHDC1|55862,4348.5017,2421.8809
ECHDC2|55268,315.2053,787.5609
ECHDC3|79746,501.6648,883.1023
ECHS1|1892,4573.8069,2230.7981
ECM1|1893,304.1065,647.4335
ECM2|1842,471.6981,524.9157
ECSCR|641700,104.3285,315.0993
ECSIT|51295,1251.9423,1149.4942
ECT2L|345930,9.9889,95.9161
ECT2|1894,1098.7791,197.0776
EDA2R|60401,9.9889,43.462
EDARADD|128178,640.3996,49.8314
EDAR|10913,6.6593,7.8681
EDA|1896,67.7026,227.8007
EDC3|80153,397.3363,605.8449
EDC4|23644,563.3407,816.4818
EDDM3A|10876,0,0
EDDM3B|64184,0,0
EDEM1|9695,495.0055,3247.2836
EDEM2|55741,2557.1587,1653.8029
EDEM3|80267,1287.4584,772.574
EDF1|8721,3428.4129,3339.0783
EDIL3|10085,273.03,536.5305
EDN1|1906,281.909,1505.8074
EDN2|1907,1342.9523,6.7441
EDN3|1908,0,19.483
EDNRA|1909,266.3707,860.9966
EDNRB|1910,153.1632,2909.704
EEA1|8411,504.9945,680.03
EED|8726,692.5638,262.2705
EEF1A1P9|441032,18162.0422,14370.1761
EEF1A1|1915,215187.5694,144610.341
EEF1A2|1917,1155.3829,6.3694
EEF1B2|1933,12836.8479,6289.2469
EEF1DP3|196549,1.1099,2.9412
EEF1D|1936,5599.3341,10379.5429
EEF1E1|9521,1174.2508,245.7849
EEF1G|1937,39096.5594,16495.6913
EEF2K|29904,599.3341,884.9756
EEF2|1938,25225.3052,57884.2263
EEFSEC|60678,457.7913,521.2064
EEPD1|80820,158.7125,275.384
EFCAB10|100130771,29.2453,54.6197
EFCAB1|79645,390.677,382.9149
EFCAB2|84288,360.7103,149.8689
EFCAB3|146779,7.7691,0
EFCAB4A|283229,117.6471,347.3211
EFCAB4B|84766,17.758,22.855
EFCAB5|374786,23.3074,6.7441
EFCAB6|64800,8.879,49.4567
EFCAB7|84455,302.9967,121.3938
EFEMP1|2202,3113.2075,5703.2596
EFEMP2|30008,691.4539,1437.9918
EFHA1|221154,944.5061,914.2001
EFHA2|286097,286.3485,139.378
EFHB|151651,0,81.6785
EFHC1|114327,547.1698,361.9333
EFHC2|80258,69.9223,125.5152
EFHD1|80303,425.0832,354.4399
EFHD2|79180,2301.8868,3826.9015
EFNA1|1942,4962.2642,3018.7336
EFNA2|1943,0,0
EFNA3|1944,392.8968,27.7257
EFNA4|1945,603.7736,97.4148
EFNA5|1946,250.8324,201.9483
EFNB1|1947,422.8635,2368.3027
EFNB2|1948,758.0466,1939.6778
EFNB3|1949,102.1088,76.8078
EFR3A|23167,1117.6471,2009.7415
EFR3B|22979,17.758,253.6531
EFS|10278,1477.2475,417.3848
EFTUD1|79631,138.7347,360.8093
EFTUD2|9343,1747.2919,1659.2207
EGFL6|25975,271.9201,330.0862
EGFL7|51162,602.6637,2552.6414
EGFL8|80864,63.3074,55.4365
EGFLAM|133584,65.4828,41.2139
EGFR|1956,139.8335,497.9206
EGF|1950,78.8013,27.3511
EGLN1|54583,1684.7947,1148.3702
EGLN2|112398,1487.6582,3120.3222
EGLN3|112399,7992.2309,143.1248
EGOT|100126791,0,1.8734
EGR1|1958,950.0555,10519.2956
EGR2|1959,159.8224,1439.8651
EGR3|1960,76.5816,402.0232
EGR4|1961,2.2198,1.8734
EHBP1L1|254102,176.4706,1507.6808
EHBP1|23301,603.7736,579.2319
EHD1|10938,538.2908,2625.3278
EHD2|30846,406.2153,6544.3987
EHD3|30845,122.0866,274.26
EHD4|30844,649.2786,2252.1544
EHF|26298,2893.4517,699.8876
EHHADH|1962,344.0622,255.1517
EHMT1|79813,244.1731,786.0622
EHMT2|10919,677.0255,897.3398
EI24|9538,2167.5916,2166.3544
EID1|23741,3459.4895,5469.4642
EID2B|126272,86.5705,52.8288
EID2|163126,477.2475,293.3683
EID3|493861,93.2297,43.0873
EIF1AD|84285,362.9301,407.2686
EIF1AX|1964,4206.4373,2500.1873
EIF1AY|9086,123.1964,0
EIF1B|10289,807.9911,1081.6785
EIF1|10209,18960.0444,16935.1817
EIF2AK1|27102,2186.0821,2670.3972
EIF2AK2|5610,498.3352,281.0041
EIF2AK3|9451,1094.3396,550.3934
EIF2AK4|440275,648.1687,946.7966
EIF2A|83939,4739.1787,2268.2653
EIF2B1|1967,1278.5794,943.7992
EIF2B2|8892,765.8158,514.0502
EIF2B3|8891,967.8135,535.7812
EIF2B4|8890,1004.4395,568.003
EIF2B5|8893,2107.6582,849.0071
EIF2C1|26523,342.9523,626.0772
EIF2C2|27161,135.4051,107.5309
EIF2C3|192669,157.6027,65.5676
EIF2C4|192670,100.9989,358.9359
EIF2S1|1965,3736.9589,1313.6006
EIF2S2|8894,3302.9967,1655.3016
EIF2S3|1968,7346.2819,4459.3481
EIF3A|8661,2307.4362,3400.8992
EIF3B|8662,1326.3041,2431.6223
EIF3CL|728689,5952.1865,10165.9311
EIF3C|8663,243.1521,40.888
EIF3D|8664,4301.8868,4214.3125
EIF3E|3646,19679.2453,8003.7467
EIF3F|8665,5581.576,3488.5725
EIF3G|8666,2953.3296,3608.7748
EIF3H|8667,10335.1831,4741.1015
EIF3IP1|442720,2.2198,0.3747
EIF3I|8668,10017.8024,3746.3807
EIF3J|8669,1134.2952,970.7756
EIF3K|27335,10403.9956,3920.1948
EIF3L|51386,5092.1199,9065.9423
EIF3M|10480,4994.0844,2220.2286
EIF4A1|1973,17838.7347,9459.5879
EIF4A2|1974,20988.9012,9386.287
EIF4A3|9775,3844.6171,1329.7115
EIF4B|1975,6987.3474,8211.1952
EIF4E1B|253314,0,0
EIF4E2|9470,3503.8846,1774.4474
EIF4E3|317649,301.8868,1115.7737
EIF4EBP1|1978,4478.3574,713.0011
EIF4EBP2|1979,2125.4162,4995.5039
EIF4EBP3|8637,166.9811,574.6984
EIF4ENIF1|56478,287.4584,476.9577
EIF4E|1977,477.2475,532.7838
EIF4G1|1981,2976.6926,4604.7209
EIF4G2|1982,14811.3208,17152.8662
EIF4G3|8672,971.1432,522.6677
EIF4H|7458,3294.1176,4730.9854
EIF5A2|56648,301.8868,126.2645
EIF5AL1|143244,4207.5472,1161.109
EIF5A|1984,16431.7425,6044.2113
EIF5B|9669,2612.6526,1857.9993
EIF5|1983,5299.667,4578.1191
EIF6|3692,5159.8224,2065.5676
ELAC1|55520,84.3507,175.695
ELAC2|60528,1245.283,995.8786
ELANE|1991,2.2198,33.3458
ELAVL1|1994,1326.3041,1251.405
ELAVL2|1993,1.1099,1.4987
ELAVL3|1995,4.4395,1.124
ELAVL4|1996,0,0.3747
ELF1|1997,1025.5272,2104.5335
ELF2|1998,743.6182,627.5759
ELF3|1999,10398.4462,5251.7797
ELF4|2000,279.6892,802.5478
ELF5|2001,74.3618,947.5459
ELFN1|392617,28.8568,17.9843
ELFN2|114794,2.2198,195.9535
ELK1|2002,633.7403,827.2761
ELK3|2004,290.788,496.4406
ELK4|2005,107.6582,40.8393
ELL2|22936,2421.7536,1585.6126
ELL3|80237,133.1853,96.2608
ELL|8178,173.141,519.2956
ELMO1|9844,130.9656,922.8175
ELMO2|63916,723.6404,905.9573
ELMO3|79767,261.9312,437.9918
ELMOD1|55531,2.2198,14.9869
ELMOD2|255520,458.3796,154.7396
ELMOD3|84173,288.5683,239.0408
ELN|2006,567.1476,5598.3514
ELOF1|84337,1328.5239,1036.3432
ELOVL1|64834,1937.8468,2411.7647
ELOVL2|54898,721.4206,2.248
ELOVL3|83401,89.9001,28.8498
ELOVL4|6785,31.0766,8.2428
ELOVL5|60481,7518.313,2508.4301
ELOVL6|79071,41.0655,55.4515
ELOVL7|79993,155.3829,162.9824
ELP2P|100131454,7.7691,8.2428
ELP2|55250,1340.7325,1039.3406
ELP3|55140,701.4428,691.6448
ELP4|26610,264.1509,249.5317
ELSPBP1|64100,0,0
ELTD1|64123,396.2264,581.4912
EMB|133418,197.5583,734.3574
EMCN|51705,130.9656,1167.4785
EMD|2010,1614.8724,1349.1945
EME1|146956,99.6781,5.0581
EME2|197342,5.5494,4.4961
EMG1|10436,2285.2386,818.6324
EMID1|129080,372.919,198.2016
EMID2|136227,165.3718,11.6148
EMILIN1|11117,1113.2075,1765.8299
EMILIN2|84034,233.0744,1856.5006
EMILIN3|90187,2.0755,10.5695
EML1|2009,532.7414,707.0064
EML2|24139,983.3074,806.4406
EML3|256364,229.7447,1060.6969
EML4|27436,1642.6193,2086.1746
EML5|161436,47.7248,34.0952
EML6|400954,22.1976,14.2375
EMP1|2012,1027.7469,4262.2705
EMP2|2013,2196.4484,20321.8434
EMP3|2014,548.2797,2189.9588
EMR1|2015,21.0877,118.7711
EMR2|30817,106.5483,179.468
EMR3|84658,6.6593,242.7876
EMR4P|326342,3.3296,21.731
EMX1|2016,1.1099,1.124
EMX2OS|196047,0,10.8655
EMX2|2018,0,4.1214
EN1|2019,0,0
EN2|2020,21.0877,0
ENAH|55740,5519.4229,1474.335
ENAM|10117,496.1154,7.8681
ENC1|8507,1110.7769,352.5665
ENDOD1|23052,840.1776,1481.0791
ENDOG|2021,195.0943,179.0558
ENDOU|8909,0,8.6175
ENGASE|64772,307.4362,295.6163
ENG|2022,758.0466,9630.1948
ENHO|375704,11.0988,43.462
ENKUR|219670,8.879,175.3466
ENO1|2023,69154.273,18292.619
ENO2|2026,1160.9323,732.1094
ENO3|2027,17.758,31.0978
ENOPH1|58478,1132.0755,831.3975
ENOSF1|55556,298.5683,725.414
ENOX1|55068,12.2087,25.8524
ENOX2|10495,317.4251,311.7272
ENPEP|2028,125.4162,520.045
ENPP1|5167,1059.9334,73.4357
ENPP2|5168,711.4317,1201.199
ENPP3|5169,963.374,25.4777
ENPP4|22875,2031.0766,2340.577
ENPP5|59084,2087.6804,405.0206
ENPP6|133121,1.1099,53.2034
ENPP7|339221,1.1099,1.8734
ENSA|2029,9779.1343,4581.1165
ENTHD1|150350,29.9667,1.124
ENTPD1|953,961.1543,953.1622
ENTPD2|954,86.5705,14.9869
ENTPD3|956,457.2697,223.3046
ENTPD4|9583,421.7536,225.178
ENTPD5|957,297.98,101.2289
ENTPD6|955,2553.8291,1428.625
ENTPD7|57089,260.4772,118.1791
ENTPD8|377841,11.0988,3.372
ENY2|56943,2094.3396,602.8475
EOMES|8320,31.0766,14.9869
EP300|2033,592.6748,1536.5305
EP400NL|347918,88.7902,40.8393
EP400|57634,374.0289,772.574
EPAS1|2034,3448.3907,47648.9322
EPB41L1|2036,950.0555,1648.9322
EPB41L2|2037,441.7314,1672.5365
EPB41L3|23136,91.01,1005.9948
EPB41L4A|64097,133.1853,387.0363
EPB41L4B|54566,154.273,480.7044
EPB41L5|57669,367.3696,1008.9921
EPB41|2035,331.7425,819.4642
EPB42|2038,0,0.3747
EPB49|2039,416.2042,1062.9449
EPC1|80314,154.273,400.5245
EPC2|26122,438.4018,510.3035
EPCAM|4072,9853.4961,2656.4256
EPDR1|54749,154.273,1328.2128
EPGN|255324,0,0
EPHA10|284656,65.4828,11.6148
EPHA1|2041,186.4595,151.3676
EPHA2|1969,133.1853,1265.2679
EPHA3|2042,119.8668,69.3143
EPHA4|2043,37.7358,231.1727
EPHA5|2044,1.1099,5.6201
EPHA6|285220,2.2198,1.124
EPHA7|2045,31.0766,38.5912
EPHA8|2046,0,0
EPHB1|2047,1.1099,17.6096
EPHB2|2048,609.323,97.0401
EPHB3|2049,528.3019,164.4811
EPHB4|2050,1259.7114,2182.84
EPHB6|2051,12.2087,349.5691
EPHX1|2052,10753.6071,8600.9741
EPHX2|2053,239.7336,361.9333
EPHX3|79852,22.1976,96.6654
EPHX4|253152,5.5494,12.3642
EPM2AIP1|9852,361.8202,747.471
EPM2A|7957,66.5927,193.7055
EPN1|29924,1906.7703,2917.9468
EPN2|22905,478.3574,1098.9135
EPN3|55040,213.0966,44.586
EPOR|2057,112.9079,211.1952
EPO|2056,1.1099,0
EPPK1|83481,19.9778,114.6497
EPR1|8475,1583.4073,13.7392
EPRS|2058,1986.6815,1629.8239
EPS15L1|58513,382.9079,610.341
EPS15|2060,1615.9822,1639.5654
EPS8L1|54869,35.5161,234.9194
EPS8L2|64787,431.7425,1931.0603
EPS8L3|79574,0,0
EPS8|2059,6226.4151,2000
EPSTI1|94240,467.2586,403.1472
EPT1|85465,2526.0488,357.0626
EPX|8288,0,1.8734
EPYC|1833,17.758,0
ERAL1|26284,1962.2642,808.1679
ERAP1|51752,1402.9856,1283.5257
ERAP2|64167,964.4839,77.9318
ERAS|3266,2.2198,0.7493
ERBB2IP|55914,1768.0355,1428.9996
ERBB2|2064,2188.6792,3350.3185
ERBB3|2065,610.4329,2216.9352
ERBB4|2066,2.2198,197.8269
ERC1|23085,348.5017,814.912
ERC2|26059,59.9334,4.8707
ERCC1|2067,2711.4317,850.1311
ERCC2|2068,681.465,410.266
ERCC3|2071,1477.2475,858.3739
ERCC4|2072,157.6027,232.6714
ERCC5|2073,511.6537,818.6587
ERCC6L|54821,160.9323,4.1214
ERCC6|2074,232.808,159.7977
ERCC8|1161,375.1387,133.0086
EREG|2069,146.5039,181.716
ERF|2077,533.8513,1000.3747
ERGIC1|57222,2410.6548,5625.3278
ERGIC2|51290,2226.4151,618.2091
ERGIC3|51614,13119.8668,4997.3773
ERG|2078,120.9767,994.7546
ERH|2079,9127.636,1658.299
ERI1|90459,506.1043,283.6268
ERI2|112479,470.3441,262.7201
ERI3|79033,2192.0089,1028.4751
ERICH1|157697,129.8557,260.0225
ERLEC1|27248,3254.162,3152.8662
ERLIN1|10613,1854.606,1126.2645
ERLIN2|11160,2884.5727,1396.021
ERMAP|114625,211.9867,398.6512
ERMN|57471,3.3296,13.4882
ERMP1|79956,6274.3285,900.3559
ERN1|2081,23.3074,143.4994
ERN2|10595,2.2198,74.5598
ERO1LB|56605,2933.4073,295.6163
ERO1L|30001,5621.5316,632.4466
ERP27|121506,46.6149,246.5343
ERP29|10961,5846.8368,4938.9284
ERP44|23071,2931.1876,1788.3102
ERRFI1|54206,624.8613,1824.6534
ERVFRDE1|405754,0,63.6943
ESAM|90952,331.8535,4583.3646
ESCO1|114799,351.8313,318.846
ESCO2|157570,589.3452,6.7441
ESD|2098,2095.4495,2137.8794
ESF1|51575,429.5228,281.0041
ESM1|11082,497.2253,83.9266
ESPL1|9700,213.0966,6.3694
ESPNL|339768,13.3185,4.1214
ESPNP|284729,1.1099,0.3747
ESPN|83715,76.5816,74.9344
ESR1|2099,26.6371,89.9213
ESR2|2100,13.3185,5.6201
ESRP1|54845,2918.9789,860.9966
ESRP2|80004,517.2031,1065.5676
ESRRA|2101,522.7525,1320.3447
ESRRB|2103,0,2.9974
ESRRG|2104,1.1099,35.2192
ESX1|80712,0,0
ESYT1|23344,1954.495,4529.7864
ESYT2|57488,5466.1487,2752.3417
ESYT3|83850,11.0988,345.0731
ETAA1|54465,296.3374,315.0993
ETF1|2107,2906.7703,3242.7876
ETFA|2108,1603.7736,1358.9359
ETFB|2109,2877.9134,1569.127
ETFDH|2110,320.7547,342.825
ETHE1|23474,1602.6637,891.3451
ETNK1|55500,1662.5971,1565.0056
ETNK2|55224,426.1931,134.5073
ETS1|2113,725.8602,2960.2848
ETS2|2114,2758.0466,7312.4766
ETV1|2115,170.9212,1636.568
ETV2|2116,63.263,25.4777
ETV3L|440695,2.2198,2.248
ETV3|2117,55.4939,151.7422
ETV4|2118,155.3829,17.6096
ETV5|2119,490.566,583.7392
ETV6|2120,683.6848,628.3252
ETV7|51513,225.3052,73.8104
EVC2|132884,16.6482,89.5466
EVC|2121,98.0355,492.3867
EVI2A|2123,754.717,1568.3777
EVI2B|2124,450.6104,3336.4556
EVI5L|115704,160.9323,399.4005
EVI5|7813,290.788,542.1506
EVL|51466,905.6604,2321.4687
EVPLL|645027,11.0988,41.9633
EVPL|2125,84.3507,975.2716
EVX1|2128,0,0
EVX2|344191,0,0
EWSR1|2130,1934.5172,3013.4882
EXD1|161829,0,19.483
EXD2|55218,764.7059,648.5575
EXD3|54932,62.1532,173.8479
EXO1|9156,201.9978,4.8707
EXOC1|55763,513.8735,729.4867
EXOC2|55770,448.3907,726.864
EXOC3L2|90332,27.7469,59.9475
EXOC3L|283849,33.7403,177.5496
EXOC3|11336,1228.6349,1174.2226
EXOC4|60412,2601.5538,1301.9858
EXOC5|10640,2742.5083,1367.1787
EXOC6B|23233,92.1199,95.5414
EXOC6|54536,590.455,633.5706
EXOC7|23265,3307.4362,2660.547
EXOC8|149371,172.0311,499.8127
EXOG|9941,100.9989,79.8052
EXOSC10|5394,1593.7847,916.8228
EXOSC1|51013,1133.1853,420.7568
EXOSC2|23404,853.4961,322.5927
EXOSC3|51010,297.4473,249.9063
EXOSC4|54512,743.6182,358.9359
EXOSC5|56915,1622.6415,375.0468
EXOSC6|118460,307.4362,384.4136
EXOSC7|23016,450.6104,678.1566
EXOSC8|11340,720.3441,256.5905
EXOSC9|5393,339.0344,317.9356
EXPH5|23086,106.5483,391.1577
EXT1|2131,876.8036,911.952
EXT2|2132,5513.8735,1806.6692
EXTL1|2134,4.4395,10.8655
EXTL2|2135,522.7525,322.5927
EXTL3|2137,1397.3363,884.9756
EYA1|2138,2.2198,34.0952
EYA2|2139,1876.8036,98.1641
EYA3|2140,125.4162,49.0821
EYA4|2070,6.6593,64.0689
EYS|346007,28.8568,9.7415
EZH1|2145,256.3818,953.5407
EZH2|2146,644.8391,19.8576
EZR|7430,5780.2442,12287.3735
F10|2159,41.0655,333.0836
F11R|50848,5754.717,7124.0165
F11|2160,0,98.1641
F12|2161,300.7769,13.8629
F13A1|2162,44.3951,1714.8745
F13B|2165,0,0
F2RL1|2150,392.8968,268.6399
F2RL2|2151,69.9223,16.8602
F2RL3|9002,17.758,385.5377
F2R|2149,2003.3296,1237.9168
F2|2147,0,0
F3|2152,1604.8835,2412.8887
F5|2153,34.4062,48.7074
F7|2155,1.1099,2.248
F8A1|8263,148.7236,201.5736
F8|2157,211.9867,1492.6939
F9|2158,0,0.3747
FA2H|79152,3.3296,80.1798
FAAH2|158584,83.2408,142.7501
FAAH|2166,49.9445,388.1604
FABP12|646486,42.1754,0.7493
FABP1|2168,0,0.7493
FABP2|2169,0,0.3747
FABP3|2170,59.9334,1590.1087
FABP4|2167,14.4284,4121.3938
FABP5L3|220832,7.7691,4.1214
FABP5|2171,5973.3629,1094.0427
FABP6|2172,162.0422,65.193
FABP7|2173,0,0.3747
FABP9|646480,0,0
FADD|8772,290.788,538.4039
FADS1|3992,648.1687,2060.6332
FADS2|9415,224.1953,1923.2559
FADS3|3995,299.667,706.6317
FADS6|283985,7.7691,0.3747
FAF1|11124,1490.566,656.8003
FAF2|23197,1201.9978,1189.5841
FAHD1|81889,639.2897,500.562
FAHD2A|51011,511.6537,278.7561
FAHD2B|151313,532.7414,169.3518
FAH|2184,297.4473,605.0955
FAIM2|23017,34.4062,61.0716
FAIM3|9214,233.8957,175.2192
FAIM|55179,549.3896,278.3814
FAM100A|124402,225.3052,685.2754
FAM100B|283991,768.0355,1082.0532
FAM101A|144347,19.9778,37.8419
FAM101B|359845,210.8768,512.9262
FAM102A|399665,782.4639,1008.6175
FAM102B|284611,812.4306,569.8764
FAM103A1|83640,510.5438,335.2567
FAM104A|84923,825.6826,704.4399
FAM104B|90736,320.7547,245.7849
FAM105A|54491,743.6182,2076.4331
FAM105B|90268,630.4107,351.0678
FAM106A|80039,0,2.6227
FAM106C|100129396,1.1099,0.7493
FAM107A|11170,13.3185,7723.4919
FAM107B|83641,2217.5361,2383.2896
FAM108A1|81926,641.5094,1032.2218
FAM108B1|51104,290.788,362.308
FAM108C1|58489,165.3718,799.5504
FAM109A|144717,130.9656,442.1132
FAM109B|150368,258.6016,428.9996
FAM10A4|145165,239.7336,337.9543
FAM110A|83541,446.1709,485.2004
FAM110B|90362,36.626,193.3308
FAM110C|642273,24.4173,8.9921
FAM111A|63901,678.1354,570.251
FAM111B|374393,271.9201,7.4934
FAM113A|64773,1130.9656,559.0109
FAM113B|91523,98.7791,330.4646
FAM114A1|92689,488.3463,362.308
FAM114A2|10827,268.5905,494.5673
FAM115A|9747,128.7458,196.3282
FAM115C|285966,340.1221,201.0266
FAM116A|201627,361.8202,635.444
FAM116B|414918,124.3063,264.8932
FAM117A|81558,220.8657,437.9918
FAM117B|150864,753.6071,305.7325
FAM118A|55007,308.5461,151.3676
FAM118B|79607,562.7081,599.1008
FAM119A|151194,496.1154,224.8033
FAM119B|25895,239.7336,155.8636
FAM120AOS|158293,1356.6038,1272.6827
FAM120A|23196,2422.5305,3118.8498
FAM120B|84498,315.2053,598.7261
FAM120C|54954,156.4928,172.7239
FAM122A|116224,199.778,548.52
FAM122B|159090,1025.5272,452.9786
FAM122C|159091,61.0433,29.9738
FAM123A|219287,0,0
FAM123B|139285,45.505,98.5388
FAM123C|205147,8.879,0
FAM124A|220108,7.7691,38.2166
FAM124B|79843,8.879,47.2087
FAM125A|93343,1027.7469,736.6055
FAM125B|89853,54.384,1112.7763
FAM126A|84668,567.1476,514.0502
FAM126B|285172,548.2797,336.8303
FAM127A|8933,1613.7625,1256.6167
FAM127B|26071,1405.1054,955.414
FAM127C|441518,536.071,494.1926
FAM128A|653784,1362.9301,370.5508
FAM128B|80097,4673.6959,1400.5245
FAM129A|116496,1092.1199,1675.9086
FAM129B|64855,2210.8768,10108.2803
FAM129C|199786,5.5494,2.6227
FAM131A|131408,446.1709,414.3874
FAM131B|9715,3.3296,33.7205
FAM131C|348487,5.5494,0.7493
FAM132A|388581,5.5494,0.7493
FAM133A|286499,2.2198,4.1214
FAM133B|257415,175.3607,95.1667
FAM134A|79137,3388.4573,3059.9475
FAM134B|54463,56.6038,1169.3518
FAM134C|162427,1624.8613,1734.7321
FAM135A|57579,544.9501,272.3867
FAM135B|51059,2.2198,1.8734
FAM136A|84908,977.8024,447.7332
FAM136B|387071,0,0
FAM138B|654412,0,0.3747
FAM138D|677784,0,0.3747
FAM138E|100124412,0,0
FAM138F|641702,0,1.4987
FAM13AOS|285512,16.1709,29.2057
FAM13A|10144,371.1765,923.5856
FAM13B|51306,348.5017,741.4762
FAM13C|220965,38.4129,286.5006
FAM149A|25854,14.4284,164.1064
FAM149B1|317662,330.7436,486.6991
FAM150A|389658,19.9778,3.7467
FAM150B|285016,18.8679,77.1825
FAM151A|338094,0,16.1334
FAM151B|167555,9.9889,23.2297
FAM153A|285596,1.1099,14.6122
FAM153B|202134,0,3.7467
FAM153C|653316,0,1.124
FAM154A|158297,0,1.8734
FAM154B|283726,5.5494,223.3046
FAM155A|728215,15.5383,25.103
FAM155B|27112,173.141,5.6201
FAM156A|29057,271.9201,335.7063
FAM157A|728262,1.1099,4.1214
FAM157B|100132403,0,0.3747
FAM158A|51016,873.4739,116.8977
FAM159A|348378,16.6482,14.9869
FAM160A1|729830,78.8013,51.7048
FAM160A2|84067,245.283,635.8187
FAM160B1|57700,1022.1976,509.1795
FAM160B2|64760,452.8302,707.0064
FAM161A|84140,391.7869,72.3117
FAM161B|145483,69.1565,102.2855
FAM162A|26355,8472.808,783.4395
FAM162B|221303,55.4939,168.9771
FAM163A|148753,3.3296,0
FAM163B|642968,0,0
FAM164A|51101,208.657,437.9918
FAM164C|79696,168.7014,117.2724
FAM165B|54065,1022.1976,438.7411
FAM166A|401565,0,0
FAM166B|730112,6.6593,197.4522
FAM167A|83648,31.0766,1031.4725
FAM167B|84734,44.3951,209.0671
FAM168A|23201,71.0322,114.6497
FAM168B|130074,849.0566,2082.4279
FAM169A|26049,160.9323,49.8314
FAM169B|283777,0,0
FAM170A|340069,0,0
FAM170B|170370,0,0
FAM171A1|221061,602.6637,327.0888
FAM171A2|284069,164.2619,11.9895
FAM171B|165215,49.9445,74.5598
FAM172A|83989,718.091,548.1454
FAM173A|65990,135.4051,198.9509
FAM173B|134145,441.7314,166.7291
FAM174A|345757,492.7858,693.8928
FAM174B|400451,348.5017,1016.8602
FAM175A|84142,317.8912,340.0974
FAM175B|23172,402.8857,457.4747
FAM176A|84141,176.4706,605.8449
FAM176B|55194,371.576,310.4346
FAM177A1|283635,1109.8779,1691.2701
FAM177B|400823,1.1099,2.6227
FAM178A|55719,600.444,473.5856
FAM178B|51252,0,8.9921
FAM179A|165186,11.0988,131.5099
FAM179B|23116,381.798,340.2023
FAM180A|389558,4.4395,56.2008
FAM180B|399888,0,0.7493
FAM181A|90050,456.1598,148.3702
FAM181B|220382,26.6371,10.1161
FAM182A|284800,1.1099,2.6227
FAM182B|728882,31.0766,26.2271
FAM183A|440585,33.2963,161.4837
FAM183B|340286,0,1.4987
FAM184A|79632,78.8013,207.943
FAM184B|27146,0,0
FAM185A|222234,175.3607,91.7947
FAM186A|121006,3.3296,2.9974
FAM186B|84070,1.1099,6.3694
FAM187B|148109,0,1.4987
FAM188A|80013,644.8391,595.7287
FAM188B|84182,62.1532,444.7808
FAM189A1|23359,0,43.462
FAM189A2|9413,8.879,614.0877
FAM189B|10712,634.8502,518.1716
FAM18A|780776,9.1343,30.7906
FAM18B2|201158,483.2519,233.3908
FAM18B|51030,680.3552,668.7898
FAM190A|401145,5.5494,22.1057
FAM190B|54462,477.2475,1101.1615
FAM192A|80011,1200.8879,1138.254
FAM193A|8603,142.0644,422.2555
FAM193B|54540,427.303,283.2522
FAM194A|131831,4.4395,1.124
FAM194B|220081,0,0
FAM195A|84331,832.4084,538.4039
FAM195B|348262,3187.5694,2318.846
FAM196A|642938,3.3296,5.6201
FAM196B|100131897,3.3296,0.3747
FAM197Y2|252946,0,0
FAM198A|729085,61.0433,75.6838
FAM198B|51313,324.0844,551.1428
FAM199X|139231,541.6204,205.3203
FAM19A1|407738,1.1099,1.4987
FAM19A2|338811,4.4395,20.9816
FAM19A3|284467,4.4395,0
FAM19A4|151647,7.7691,0.3747
FAM19A5|25817,85.4606,170.4758
FAM200A|221786,558.2686,199.7003
